suspected_SMILES,Canonical_PostEra_ID,IC50_(µM),IC50_CI_(Lower)_(µM),IC50_CI_(Upper)_(µM),Hill_slope,Curve_class
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CN=CC=N1)C(=O)C1=COC=N1 |c:6,8,20,23,28,30,38,t:4,18,26,35|",ALP-POS-d0876c20-21,1.21,1.04,1.40,1.15,1.1
"COC1=NC=NC=C1C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1 |c:4,6,16,21,23,37,40,t:2,13,19,35|",ALP-POS-d0876c20-19,8.43,6.79,10.5,1.45,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CN=CN=C1)C(=O)C1=COC=N1 |c:6,8,20,23,28,30,38,t:4,18,26,35|",ALP-POS-d0876c20-17,2.92,2.50,3.41,1.24,1.1
"COC1=NC=CN=C1C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1 |c:4,6,16,21,23,37,40,t:2,13,19,35|",ALP-POS-d0876c20-15,94.9,67.1,134,1.83,2.3
"CN(C)C1=NC=C(C=N1)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1 |c:5,7,17,22,24,38,41,t:3,14,20,36|",ALP-POS-d0876c20-14,> 99.5,,,1.92,3.0
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CN=C(N=C1)N1CCOCC1)C(=O)C1=COC=N1 |c:6,8,20,23,28,30,45,t:4,18,26,42|",ALP-POS-d0876c20-12,> 99.5,,,,
"CN1C=CC=C(C(N(C(=O)C2=COC=N2)C2=CC=C(C=C2)C(C)(C)C)C(=O)NCCC2=CC=CC(F)=C2)C1=O |c:2,13,18,20,34,37,t:4,10,16,32|",ALP-POS-d0876c20-11,> 99.5,,,1.32,2.3
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CNC1=O)C(=O)C1=COC=N1 |c:6,8,20,23,28,39,t:4,18,26,36|",ALP-POS-d0876c20-7,> 99.5,,,4.39,3.0
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=NN=C1)C(=O)C1=COC=N1 |c:6,8,20,23,28,30,38,t:4,18,26,35|",ALP-POS-d0876c20-5,2.05,1.86,2.27,1.22,1.1
"COC1=NN2C=C(C=NC2=N1)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1 |c:5,7,10,20,25,27,41,44,t:2,17,23,39|",ALP-POS-d0876c20-4,33.4,29.8,37.5,1.24,2.1
"CN1C=C(C=CC1=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1 |c:2,4,16,21,23,37,40,t:13,19,35|",ALP-POS-d0876c20-3,> 99.5,,,1.24,2.3
"CC1=CC(O)=C(C(N(C(=O)C2=COC=N2)C2=CC=C(C=C2)C(C)(C)C)C(=O)NCCC2=CC=CC(F)=C2)C(=O)N1 |c:13,18,20,34,37,t:1,4,10,16,32|",ALP-POS-d0876c20-2,> 99.5,,,4.28,3.0
"CC1=CC=NC=C1C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1 |c:3,5,15,20,22,36,39,t:1,12,18,34|",ALP-POS-d0876c20-1,0.653,0.608,0.701,1.18,1.1
CNC(=O)C1(CC(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-78e1d523-2,30.7,23.0,41.0,1.03,2.1
O=C(Nc1cncc2ccccc12)C1CCSc2ccc(Cl)cc21,MAT-POS-78e1d523-1,0.166,0.159,0.174,1.03,1.1
O=C(Nc1cncc2ccccc12)C1CCSc2ccc(Cl)cc21,MAT-POS-78e1d523-1,0.289,0.253,0.331,0.932,2.1
O=C(Nc1cncc2ccccc12)C1CCSc2ccc(Cl)cc21,MAT-POS-78e1d523-1,0.183,0.176,0.191,1.06,2.1
CC(=O)C(=O)N1CCN(Cc2cccc(Cl)c2)[C@@H](CC(C)C)C1,JOH-UNI-0e1753c1-4,> 99.5,,,2.97,3.0
CC(=O)C(=O)N1CCN(Cc2cccc(Cl)c2)[C@@H](CC(C)C)C1,JOH-UNI-0e1753c1-4,> 99.5,,,1.23,2.3
O=CC(=O)N1CCN(Cc2cccc(Cl)c2)CC1,JOH-UNI-0e1753c1-2,49.6,36.9,66.7,1.42,2.3
O=CC(=O)N1CCN(Cc2cccc(Cl)c2)CC1,JOH-UNI-0e1753c1-2,56.6,50.3,63.8,1.2,2.1
COC(OC)C(=O)N1CCN(Cc2cccc(Cl)c2)CC1,JOH-UNI-0e1753c1-1,94.3,74.5,119,1.2,2.1
COC(OC)C(=O)N1CCN(Cc2cccc(Cl)c2)CC1,JOH-UNI-0e1753c1-1,93.9,74.1,119,1.21,2.1
CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,MAT-POS-fb82b63d-3,3.00,2.60,3.47,1.03,1.1
O=C(Nc1cncc2ccccc12)C1NCCc2ccc(Cl)cc21,MAT-POS-fb82b63d-1,1.13,0.984,1.29,1.12,1.1
CN(C)CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-70ae9412-2,5.00,4.74,5.28,1.08,1.1
O=C(Cn1ccnc1)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-70ae9412-1,2.88,2.67,3.10,1.18,1.1
COC1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,EDJ-MED-37aac4bd-4,0.522,0.492,0.553,1.13,1.1
COC1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,EDJ-MED-37aac4bd-4,0.225,0.195,0.259,1.08,2.1
COCC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,EDJ-MED-37aac4bd-2,4.04,3.37,4.84,0.959,1.1
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)c(Cl)cc2N1,ALP-POS-fe871b40-16,0.356,0.281,0.450,1.03,2.1
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)c(Cl)cc2N1,ALP-POS-fe871b40-16,0.196,0.183,0.211,1.01,2.1
COC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,ALP-POS-fe871b40-11,0.295,0.285,0.307,1.03,1.1
COC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,ALP-POS-fe871b40-11,0.618,0.559,0.683,1.22,1.1
COC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,ALP-POS-fe871b40-11,0.331,0.316,0.347,1.06,1.1
N#Cc1cc(Cl)cc2c1NCCC2C(=O)Nc1cncc2ccccc12,ALP-POS-fe871b40-2,0.242,0.224,0.262,1.02,2.1
NS(=O)(=O)c1ccc(CNC(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,ALP-UNI-8e43a71e-16,3.72,3.48,3.98,0.939,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CC(F)(F)CO)CC1,ALP-UNI-8e43a71e-10,7.28,4.61,11.5,0.642,2.3
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CCCO)CC1,ALP-UNI-8e43a71e-8,9.98,9.31,10.7,1.03,1.1
N#CCCN1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,ALP-UNI-8e43a71e-7,21.3,11.4,39.9,0.483,2.3
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC2C1CCCN2CCO,ALP-UNI-8e43a71e-2,4.66,4.17,5.20,1.05,1.1
"CCOC(=O)C1=C(CNC(=O)C(N(C(=O)C2=COC=N2)C2=CC=C(C=C2)C(C)(C)C)C2=CC=CN=C2)OC=N1 |c:5,18,23,25,34,36,40,t:15,21,32|",ALP-POS-88a7a97e-49,5.88,5.50,6.28,1.1,1.1
"CCOC(=O)CCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:18,23,25,34,36,t:15,21,32|",ALP-POS-88a7a97e-48,6.24,5.85,6.65,1.18,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCN1CCOCC1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,27,29,37,t:4,25,34|",ALP-POS-88a7a97e-47,82.5,53.0,129,0.898,2.3
"CSCCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:15,20,22,31,33,t:12,18,29|",ALP-POS-88a7a97e-46,3.85,3.57,4.14,1.01,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC(=O)OCC1=CC=CC=C1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,23,25,30,32,40,t:4,21,28,37|",ALP-POS-88a7a97e-44,9.92,9.42,10.5,1.28,1.1
"CC(C)(C)OC(=O)N1CC(C1)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:22,27,29,38,40,t:19,25,36|",ALP-POS-88a7a97e-43,6.91,6.30,7.58,1.0,1.1
"CC1=CC=C(C=C1)S(=O)(=O)CNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:3,5,22,27,29,38,40,t:1,19,25,36|",ALP-POS-88a7a97e-42,62.9,57.4,68.8,1.08,2.1
"COC1=CC=C(NC(=O)C(N(C(=O)C2=COC=N2)C2=CC=C(C=C2)C(C)(C)C)C2=CC=CN=C2)C=N1 |c:16,21,23,32,34,37,t:2,4,13,19,30|",ALP-POS-88a7a97e-41,5.37,5.09,5.65,1.1,1.1
"COC(=O)[C@@H]1C[C@@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:27,32,34,43,45,t:24,30,41|",ALP-POS-88a7a97e-40,2.66,2.54,2.78,0.978,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1CC(F)(F)C1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,25,27,35,t:4,23,32|",ALP-POS-88a7a97e-39,2.35,2.26,2.44,1.05,1.1
"CC(C)(C)OC(=O)CNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:18,23,25,34,36,t:15,21,32|",ALP-POS-88a7a97e-38,8.18,7.73,8.66,1.12,1.1
"COC(=O)[C@H]1C[C@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:27,32,34,43,45,t:24,30,41|",ALP-POS-88a7a97e-37,5.32,5.05,5.61,1.1,1.1
"COC(=O)C1(CCCC1)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:20,25,27,36,38,t:17,23,34|",ALP-POS-88a7a97e-36,5.26,3.57,7.77,0.922,1.3
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1COC1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,23,25,33,t:4,21,30|",ALP-POS-88a7a97e-34,4.07,3.88,4.28,1.05,1.1
"COC(=O)CNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:15,20,22,31,33,t:12,18,29|",ALP-POS-88a7a97e-33,10.8,10.2,11.3,1.25,1.1
"CCOC(=O)CNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:16,21,23,32,34,t:13,19,30|",ALP-POS-88a7a97e-32,9.53,7.36,12.3,1.25,1.1
"COCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:14,19,21,30,32,t:11,17,28|",ALP-POS-88a7a97e-31,8.46,7.98,8.97,1.16,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1CCOC1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,24,26,34,t:4,22,31|",ALP-POS-88a7a97e-30,2.77,2.63,2.91,1.03,1.1
"COC(CNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1)OC |c:14,19,21,30,32,t:11,17,28|",ALP-POS-88a7a97e-29,7.91,7.45,8.39,1.14,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC1CCCO1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,25,27,35,t:4,23,32|",ALP-POS-88a7a97e-27,5.15,4.98,5.32,1.01,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC1CCOC1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,25,27,35,t:4,23,32|",ALP-POS-88a7a97e-26,5.42,5.10,5.75,1.13,1.1
"CC(C)(C)OC(=O)N1CCC(C1)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:23,28,30,39,41,t:20,26,37|",ALP-POS-88a7a97e-25,3.65,3.47,3.84,1.05,1.1
"COC(=O)[C@H]1C[C@@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:27,32,34,43,45,t:24,30,41|",ALP-POS-88a7a97e-24,0.837,0.791,0.885,0.986,1.1
"COC(=O)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:27,32,34,43,45,t:24,30,41|",ALP-POS-88a7a97e-23,6.82,6.45,7.22,1.11,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC(=O)NC1=CC=CC(=C1)[N+]([O-])=O)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,22,24,32,34,42,t:4,20,30,39|",ALP-POS-88a7a97e-20,14.4,12.8,16.2,1.27,1.1
"CC(C)(C)OC(=O)NCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:20,25,27,36,38,t:17,23,34|",ALP-POS-88a7a97e-19,6.26,5.73,6.83,1.2,1.1
"CCOC(=O)CCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:17,22,24,33,35,t:14,20,31|",ALP-POS-88a7a97e-17,2.80,2.65,2.95,1.06,1.1
"CSCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:14,19,21,30,32,t:11,17,28|",ALP-POS-88a7a97e-16,2.45,2.34,2.56,1.09,1.1
"COC(=O)C1CC(C1)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:19,24,26,35,37,t:16,22,33|",ALP-POS-88a7a97e-15,3.99,3.81,4.17,1.01,1.1
"CC(C)(C)OC(=O)NCCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:21,26,28,37,39,t:18,24,35|",ALP-POS-88a7a97e-13,3.39,3.04,3.79,1.03,1.1
"CN(C)C(=O)CNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:16,21,23,32,34,t:13,19,30|",ALP-POS-88a7a97e-10,29.2,27.7,30.9,1.52,2.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NC1CCOCC1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,25,27,35,t:4,23,32|",ALP-POS-88a7a97e-9,3.90,3.74,4.06,1.02,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC1=CC=NC=C1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,19,21,26,28,36,t:4,17,24,33|",ALP-POS-88a7a97e-8,> 99.5,,,1.12,2.3
"COC(=O)[C@@H]1CC[C@@H](C1)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:20,25,27,36,38,t:17,23,34|",ALP-POS-88a7a97e-6,2.38,2.30,2.47,0.984,1.1
"COC(=O)C(C)NC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:16,21,23,32,34,t:13,19,30|",ALP-POS-88a7a97e-5,7.18,6.91,7.45,1.12,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC1=CC=CN=C1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:6,8,19,21,26,28,36,t:4,17,24,33|",ALP-POS-88a7a97e-4,25.3,23.5,27.2,1.1,2.1
"COCCCNC(=O)C(N(C(=O)C1=COC=N1)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1 |c:15,20,22,31,33,t:12,18,29|",ALP-POS-88a7a97e-3,8.79,8.28,9.32,1.16,1.1
Cl.Cn1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,EDJ-MED-8c98ee63-2,0.803,0.733,0.879,1.17,1.1
COCCCNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-8c98ee63-1,11.4,10.5,12.3,1.31,1.1
O=C(CN1CCN(C2CC2)C1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-18,2.35,2.00,2.76,1.17,1.1
O=C(Cn1ncn2nccc2c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-17,19.5,8.79,43.3,0.435,2.3
O=C(Cn1cc(Cl)c(=O)[nH]c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-16,9.33,5.35,16.3,0.537,1.3
O=C(Cc1ccc(-n2cnnn2)cc1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-15,10.3,8.65,12.2,0.741,1.1
O=C(Cn1nc2n(c(=O)c1=O)CCC2)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-14,2.76,2.31,3.29,0.962,1.1
NC(=O)c1ccc(OCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,EDJ-MED-ee07cf00-12,3.03,2.28,4.04,1.16,1.1
O=C(Cn1cnc(C(F)(F)F)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-10,13.6,10.1,18.4,0.539,2.1
O=C(Cn1nnc(-c2ccccc2)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-9,18.3,16.7,20.0,1.17,1.1
N#Cc1cn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c(=O)[nH]c1=O,EDJ-MED-ee07cf00-8,21.2,16.3,27.7,0.944,2.1
Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,EDJ-MED-ee07cf00-6,7.19,6.17,8.38,1.2,1.1
N#Cc1ccc(C(=O)NCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,EDJ-MED-ee07cf00-5,18.7,14.8,23.7,0.652,2.1
CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-4,4.81,4.02,5.74,1.01,1.1
Cn1ncc2c(=O)n(CC(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)cnc21,EDJ-MED-ee07cf00-3,23.8,19.5,28.9,0.706,2.1
Cn1c(=O)ccn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c1=O,EDJ-MED-ee07cf00-1,11.3,9.15,14.0,0.772,2.1
[H][C@]1(C(=O)N(C(=O)/C=C/C(=O)OC)c2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-9db1e783-3,4.36,3.81,4.98,1.08,1.1
O=C(Nc1cncc2ccccc12)C1(CO)CCOc2ccc(Cl)cc21,MAT-POS-9db1e783-2,1.09,0.992,1.19,1.05,1.1
O=C(Nc1cncc2ccccc12)[C@@]1(O)CCOc2ccc(Cl)cc21,MAT-POS-9db1e783-1,> 99.5,,,0.896,2.1
CN(CCO)C1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,EDG-MED-ba1ac7b9-28,37.6,32.2,43.9,0.978,2.1
CC1CN(CCO)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-27,14.5,13.1,16.1,1.04,1.1
CC1CN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCN1CCO,EDG-MED-ba1ac7b9-25,> 99.5,,,0.183,3.0
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H]2C[C@H]1CN2CC(F)F,EDG-MED-ba1ac7b9-23,3.78,3.57,4.00,1.08,1.1
NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-22,9.28,8.00,10.8,1.06,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1Cn1ccnc1,EDG-MED-ba1ac7b9-21,0.620,0.529,0.725,1.02,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,EDG-MED-ba1ac7b9-20,12.6,10.5,15.1,0.982,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,EDG-MED-ba1ac7b9-20,7.68,7.13,8.27,1.06,1.1
CC1c2nncn2CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-19,2.52,2.33,2.73,1.11,1.1
CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-18,2.85,2.38,3.43,1.19,1.1
CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-18,1.56,1.45,1.68,1.09,1.1
Cn1ccnc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-17,5.05,4.58,5.58,1.11,1.1
Cn1cncc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-16,6.10,5.75,6.47,1.06,1.1
CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-15,4.85,4.14,5.69,0.737,1.1
CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-15,7.87,7.03,8.81,0.952,1.1
CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-13,6.39,5.96,6.86,1.0,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1c1nnn[nH]1,EDG-MED-ba1ac7b9-12,7.98,7.13,8.92,1.04,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,EDG-MED-ba1ac7b9-11,0.403,0.380,0.428,1.05,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,EDG-MED-ba1ac7b9-11,0.744,0.569,0.972,0.99,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,EDG-MED-ba1ac7b9-11,0.424,0.397,0.452,1.09,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cc[nH]n1,EDG-MED-ba1ac7b9-10,0.616,0.558,0.680,1.02,1.1
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1nnc[nH]1,EDG-MED-ba1ac7b9-9,0.437,0.419,0.455,1.08,1.1
"CCOC1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=COC=N1 |c:5,7,19,22,27,29,37,t:3,17,25,34|",ALP-POS-ced8ea4d-67,15.5,14.0,17.0,1.17,1.1
"FC1=CC=CC(CCNC(=O)C(N(C(=O)C2=COC=N2)C2=CN=C(N=C2)C2CCC2)C2=CC=CN=C2)=C1 |c:3,18,23,25,35,37,39,t:1,15,21,33|",ALP-POS-ced8ea4d-63,69.1,64.9,73.6,1.08,2.1
"FC1=CC=CC(CCNC(=O)C(N(C2CCC3OCCC3C2)C(=O)C2=COC=N2)C2=CC=CN=C2)=C1 |c:3,29,34,36,38,t:1,26,32|",ALP-POS-ced8ea4d-60,> 99.5,,,0.246,2.3
"CC(N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=COC=N1)C1=CC=CC=C1C |c:11,14,19,21,29,34,36,t:9,17,26,32|",ALP-POS-ced8ea4d-58,> 99.5,,,1.24,2.3
"FC1=CC=CC(CCNC(=O)C(N(C2COC3(CCCC3)C2)C(=O)C2=COC=N2)C2=CC=CN=C2)=C1 |c:3,29,34,36,38,t:1,26,32|",ALP-POS-ced8ea4d-57,> 99.5,,,1.01,3.0
"FC1=CC=CC(CCNC(=O)C(N(C2CCC3(CCO3)CC2)C(=O)C2=COC=N2)C2=CC=CN=C2)=C1 |c:3,29,34,36,38,t:1,26,32|",ALP-POS-ced8ea4d-56,> 99.5,,,0.579,2.3
"FC1=CC=CC(CCNC(=O)C(N([C@H]2C[C@@H](C2)OC2=CC=CC=C2)C(=O)C2=COC=N2)C2=CC=CN=C2)=C1 |r,c:3,21,23,31,36,38,40,t:1,19,28,34|",ALP-POS-ced8ea4d-55,> 99.5,,,1.11,2.3
